index,source_id,category,severity_level,error_type,num_added_factors,num_replaced_factors,num_deleted_factors,num_kept_factors,factor_changes,factor_score,provisional_score,reference,candidate
11,1,车辆行为,mild,factor_only,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右侧"", ""category"": ""障碍物"", ""detail"": ""施工区域占道""}, ""note"": ""added_factor""}]",0.94,0.955,自车当前在原车道正常行驶，前方两个行人缓慢移动，自车应向左避障。,前方存在两个行人缓慢移动，右侧存在施工区域占道，自车应在条件满足后避让。
12,1,车辆行为,medium,factor_and_action,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""当前车道"", ""category"": ""障碍物"", ""detail"": ""锥桶占道""}, ""note"": ""added_factor""}]",0.94,0.7883,自车当前在原车道正常行驶，前方两个行人缓慢移动，自车应向左避障。,前方存在两个行人缓慢移动，当前车道存在锥桶占道，自车应避让并停车。
13,1,车辆行为,severe,factor_only,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""后方"", ""category"": ""障碍物"", ""detail"": ""行人占道""}, ""note"": ""added_factor""}]",0.94,0.955,自车当前在原车道正常行驶，前方两个行人缓慢移动，自车应向左避障。,前方存在两个行人缓慢移动，后方存在行人占道，自车应在条件满足后避让。
14,2,盲区,complete,complete,0,0,0,2,[],1.0,1.0,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。
15,2,盲区,mild,action_only,0,0,0,2,[],1.0,0.9167,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，左前方存在环岛盲区，自车应保持行驶。
16,2,盲区,medium,factor_and_action,1,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""右前方"", ""category"": ""盲区"", ""detail"": ""匝道盲区""}, ""to"": {""position"": ""左前方"", ""category"": ""跟车"", ""detail"": ""前车起步""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""右前方"", ""to"": ""左前方""}, {""field"": ""category"", ""from"": ""盲区"", ""to"": ""跟车""}, {""field"": ""detail"", ""from"": ""匝道盲区"", ""to"": ""前车起步""}], ""category_change_label"": ""super_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右侧"", ""category"": ""换道条件"", ""detail"": ""存在安全距离""}, ""note"": ""added_factor""}]",0.49,0.3675,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,左前方存在前车起步，左前方存在环岛盲区，右侧存在安全距离，自车应在条件满足后换道并加速。
17,2,盲区,severe,factor_only,1,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左前方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""to"": {""position"": ""左前方"", ""category"": ""换道条件"", ""detail"": ""目标车道空闲""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""盲区"", ""to"": ""换道条件""}, {""field"": ""detail"", ""from"": ""环岛盲区"", ""to"": ""目标车道空闲""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右侧"", ""category"": ""交通信号"", ""detail"": ""左转箭头灯红灯""}, ""note"": ""added_factor""}]",0.565,0.6737,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，左前方目标车道空闲，右侧存在左转箭头灯红灯，自车应减速。
18,2,盲区,mild,complete,0,0,0,2,[],1.0,1.0,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速。
19,2,盲区,medium,factor_and_action,0,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左前方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""to"": {""position"": ""右前方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""左前方"", ""to"": ""右前方""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_unchanged"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}]",0.825,0.7854,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，右前方存在环岛盲区，自车应转弯并减速。
20,2,盲区,severe,factor_and_action,2,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左前方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""to"": {""position"": ""左前方"", ""category"": ""路况"", ""detail"": ""积水路面""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""盲区"", ""to"": ""路况""}, {""field"": ""detail"", ""from"": ""环岛盲区"", ""to"": ""积水路面""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左前方"", ""category"": ""车辆行为"", ""detail"": ""车辆缓行""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""右前方"", ""category"": ""车辆行为"", ""detail"": ""行人通行""}, ""note"": ""added_factor""}]",0.505,0.5454,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，左前方存在积水路面，左前方存在车辆缓行，右前方存在行人通行，自车应保持行驶。
21,2,盲区,mild,factor_and_action,0,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左前方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""to"": {""position"": ""左前方"", ""category"": ""换道条件"", ""detail"": ""后方有快速来车""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""盲区"", ""to"": ""换道条件""}, {""field"": ""detail"", ""from"": ""环岛盲区"", ""to"": ""后方有快速来车""}], ""category_change_label"": ""super_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}]",0.725,0.7104,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，左前方后方有快速来车，自车应换道并减速。
22,2,盲区,medium,factor_only,0,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左前方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""to"": {""position"": ""右前方"", ""category"": ""换道条件"", ""detail"": ""后方无来车""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""左前方"", ""to"": ""右前方""}, {""field"": ""category"", ""from"": ""盲区"", ""to"": ""换道条件""}, {""field"": ""detail"", ""from"": ""环岛盲区"", ""to"": ""后方无来车""}], ""category_change_label"": ""super_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}]",0.5,0.625,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，右前方后方无来车，自车应减速。
23,2,盲区,severe,factor_and_action,2,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左前方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""to"": {""position"": ""右前方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""左前方"", ""to"": ""右前方""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_unchanged"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左侧"", ""category"": ""交通管制"", ""detail"": ""交警示意左转""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""左前方"", ""category"": ""交通信号"", ""detail"": ""红灯""}, ""note"": ""added_factor""}]",0.705,0.6954,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，右前方存在环岛盲区，左侧存在交警示意左转，左前方存在红灯，自车应保持行驶。
24,2,盲区,mild,complete,0,0,0,2,[],1.0,1.0,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速。
25,2,盲区,medium,factor_only,2,0,0,2,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""前方"", ""category"": ""换道条件"", ""detail"": ""目标车道拥堵""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""前方"", ""category"": ""跟车"", ""detail"": ""前车缓行""}, ""note"": ""added_factor""}]",0.88,0.91,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在匝道盲区，左前方存在环岛盲区，前方目标车道拥堵，前方存在前车缓行，自车应减速。
26,2,盲区,severe,factor_and_action,0,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""右前方"", ""category"": ""盲区"", ""detail"": ""匝道盲区""}, ""to"": {""position"": ""右前方"", ""category"": ""交通信号"", ""detail"": ""直行箭头灯黄灯""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""盲区"", ""to"": ""交通信号""}, {""field"": ""detail"", ""from"": ""匝道盲区"", ""to"": ""直行箭头灯黄灯""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}]",0.55,0.4958,右前方存在匝道盲区，左前方存在环岛盲区，自车应减速行驶通过。,右前方存在直行箭头灯黄灯，左前方存在环岛盲区，自车应在条件满足后停车。
27,3,盲区,complete,complete,0,0,0,1,[],1.0,1.0,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，自车应减速行驶通过。
28,3,盲区,mild,action_only,0,0,0,1,[],1.0,0.9167,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，自车应在条件满足后减速。
29,3,盲区,medium,action_only,0,0,0,1,[],1.0,0.8333,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，自车应在条件满足后停车。
30,3,盲区,severe,factor_and_action,0,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""右前方"", ""category"": ""盲区"", ""detail"": ""弯道遮挡盲区""}, ""to"": {""position"": ""右前方"", ""category"": ""车辆行为"", ""detail"": ""行人通行""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""盲区"", ""to"": ""车辆行为""}, {""field"": ""detail"", ""from"": ""弯道遮挡盲区"", ""to"": ""行人通行""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}]",0.25,0.2708,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在行人通行，自车应在条件满足后转弯并减速。
31,3,盲区,mild,factor_only,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右侧"", ""category"": ""换道条件"", ""detail"": ""存在安全距离""}, ""note"": ""added_factor""}]",0.94,0.955,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，右侧存在安全距离，自车应减速。
32,3,盲区,medium,factor_and_action,2,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""右前方"", ""category"": ""盲区"", ""detail"": ""弯道遮挡盲区""}, ""to"": {""position"": ""左前方"", ""category"": ""盲区"", ""detail"": ""弯道遮挡盲区""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""右前方"", ""to"": ""左前方""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_unchanged"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左侧"", ""category"": ""换道条件"", ""detail"": ""后方无来车""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""左后方"", ""category"": ""路况"", ""detail"": ""湿滑路面""}, ""note"": ""added_factor""}]",0.53,0.5642,右前方存在弯道遮挡盲区，自车应减速行驶通过。,左前方存在弯道遮挡盲区，左侧后方无来车，左后方存在湿滑路面，自车应加速。
33,3,盲区,severe,factor_and_action,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""后方"", ""category"": ""盲区"", ""detail"": ""匝道盲区""}, ""note"": ""added_factor""}]",0.94,0.7883,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，后方存在匝道盲区，自车应在条件满足后加速。
34,3,盲区,mild,complete,0,0,0,1,[],1.0,1.0,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，自车应减速。
35,3,盲区,medium,factor_only,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右后方"", ""category"": ""路况"", ""detail"": ""减速带""}, ""note"": ""added_factor""}]",0.94,0.955,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，右后方存在减速带，自车应减速。
36,3,盲区,severe,action_only,0,0,0,1,[],1.0,0.8333,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，自车应避让。
37,3,盲区,mild,factor_only,0,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""右前方"", ""category"": ""盲区"", ""detail"": ""弯道遮挡盲区""}, ""to"": {""position"": ""左前方"", ""category"": ""盲区"", ""detail"": ""弯道遮挡盲区""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""右前方"", ""to"": ""左前方""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_unchanged"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}]",0.65,0.7375,右前方存在弯道遮挡盲区，自车应减速行驶通过。,左前方存在弯道遮挡盲区，自车应减速。
38,3,盲区,medium,factor_only,2,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左前方"", ""category"": ""交通信号"", ""detail"": ""绿灯""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""右前方"", ""category"": ""障碍物"", ""detail"": ""两轮骑行者占道""}, ""note"": ""added_factor""}]",0.88,0.91,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，左前方存在绿灯，右前方存在两轮骑行者占道，自车应减速。
39,3,盲区,severe,complete,0,0,0,1,[],1.0,1.0,右前方存在弯道遮挡盲区，自车应减速行驶通过。,右前方存在弯道遮挡盲区，自车应减速。
40,4,车辆行为,complete,complete,0,0,0,1,[],1.0,1.0,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。
41,4,车辆行为,mild,complete,0,0,0,1,[],1.0,1.0,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方存在右一辆白色小汽车紧急切入到，自车应在条件满足后减速。
42,4,车辆行为,medium,factor_and_action,0,0,1,0,"[{""change_type"": ""delete"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""右一辆白色小汽车紧急切入到""}, ""to"": null, ""note"": ""deleted_factor""}]",0.0,0.0,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,自车应转弯并加速。
43,4,车辆行为,severe,factor_and_action,2,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""前方"", ""category"": ""交通信号"", ""detail"": ""黄灯""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""左后方"", ""category"": ""路况"", ""detail"": ""井盖凹陷""}, ""note"": ""added_factor""}]",0.88,0.7433,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方存在右一辆白色小汽车紧急切入到，前方存在黄灯，左后方存在井盖凹陷，自车应停车。
44,4,车辆行为,mild,complete,0,0,0,1,[],1.0,1.0,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方存在右一辆白色小汽车紧急切入到，自车应在条件满足后减速。
45,4,车辆行为,medium,factor_and_action,2,0,1,0,"[{""change_type"": ""delete"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""右一辆白色小汽车紧急切入到""}, ""to"": null, ""note"": ""deleted_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左侧"", ""category"": ""交通信号"", ""detail"": ""绿灯""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""右前方"", ""category"": ""交通信号"", ""detail"": ""红灯""}, ""note"": ""added_factor""}]",0.0,0.1667,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,左侧存在绿灯，右前方存在红灯，自车应在条件满足后加速。
46,4,车辆行为,severe,factor_and_action,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右后方"", ""category"": ""跟车"", ""detail"": ""前车缓行""}, ""note"": ""added_factor""}]",0.94,0.7883,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方存在右一辆白色小汽车紧急切入到，右后方存在前车缓行，自车应转弯并减速。
47,4,车辆行为,mild,factor_only,0,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""右一辆白色小汽车紧急切入到""}, ""to"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""车辆逆向行驶""}, ""changed_fields"": [{""field"": ""detail"", ""from"": ""右一辆白色小汽车紧急切入到"", ""to"": ""车辆逆向行驶""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}]",0.7,0.775,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方存在车辆逆向行驶，自车应在条件满足后减速。
48,4,车辆行为,medium,factor_only,2,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""右一辆白色小汽车紧急切入到""}, ""to"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""右多辆白色小汽车紧急切入到""}, ""changed_fields"": [{""field"": ""detail"", ""from"": ""右一辆白色小汽车紧急切入到"", ""to"": ""右多辆白色小汽车紧急切入到""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右后方"", ""category"": ""盲区"", ""detail"": ""匝道盲区""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""右后方"", ""category"": ""换道条件"", ""detail"": ""目标车道拥堵""}, ""note"": ""added_factor""}]",0.73,0.7975,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方存在右多辆白色小汽车紧急切入到，右后方存在匝道盲区，右后方目标车道拥堵，自车应在条件满足后减速。
49,4,车辆行为,severe,factor_and_action,1,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""右一辆白色小汽车紧急切入到""}, ""to"": {""position"": ""前方"", ""category"": ""交通信号"", ""detail"": ""红灯""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""车辆行为"", ""to"": ""交通信号""}, {""field"": ""detail"", ""from"": ""右一辆白色小汽车紧急切入到"", ""to"": ""红灯""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左侧"", ""category"": ""路况"", ""detail"": ""湿滑路面""}, ""note"": ""added_factor""}]",0.19,0.3092,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方存在红灯，左侧存在湿滑路面，自车应在条件满足后加速。
