index,source_id,category,subcategory,target_score,error_type,factor_error_subtype,expected_factor_scores,expected_action_lat,expected_action_lon,expected_action_strategy,expected_normalized_total_score,reference,candidate
29,4,yielding,emergency_evasion,5,complete,,[1.0],1.0,1.0,1.0,1.0,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。
30,4,yielding,emergency_evasion,4,generalized,,[0.5],1.0,1.0,1.0,0.875,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方有交通参与者影响自车通行，自车应减速让行。
31,4,yielding,emergency_evasion,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方一辆小汽车紧急切入到自车道，自车应减速让行。
32,4,yielding,emergency_evasion,2.8,wrong_factor,direction_swap,[0.75],1.0,1.0,1.0,0.9375,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,左前方一辆白色小汽车紧急切入到自车道，自车应减速让行。
33,4,yielding,emergency_evasion,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,右前方一辆白色货车紧急切入到自车道，自车应减速让行。
34,4,yielding,emergency_evasion,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,右前方一辆白色小汽车正常行驶到自车道，自车应减速让行。
35,4,yielding,emergency_evasion,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,1.0,0.75,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,前方存在坑洼路面，自车应减速让行。
36,4,yielding,emergency_evasion,1,unsafe_action,,[1.0],1.0,0.0,1.0,0.75,右前方一辆白色小汽车紧急切入到自车道，自车应减速让行。,右前方一辆白色小汽车紧急切入到自车道，自车应加速通过。
37,5,yielding,decelerate_to_yield,5,complete,,[1.0],1.0,1.0,1.0,1.0,左前方一辆黑色轻型客车正切入自车道，自车应减速让行。,左前方一辆黑色轻型客车正切入自车道，自车应减速让行。
38,5,yielding,decelerate_to_yield,4,generalized,,[0.5],1.0,1.0,1.0,0.875,左前方一辆黑色轻型客车正切入自车道，自车应减速让行。,前方有交通参与者影响自车通行，自车应减速让行。
39,5,yielding,decelerate_to_yield,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,左前方一辆黑色轻型客车正切入自车道，自车应减速让行。,前方一辆轻型客车正切入自车道，自车应减速让行。
40,5,yielding,decelerate_to_yield,2.8,wrong_factor,direction_swap,[0.75],1.0,1.0,1.0,0.9375,左前方一辆黑色轻型客车正切入自车道，自车应减速让行。,右前方一辆黑色轻型客车正切入自车道，自车应减速让行。
41,5,yielding,decelerate_to_yield,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,1.0,0.75,左前方一辆黑色轻型客车正切入自车道，自车应减速让行。,前方存在坑洼路面，自车应减速让行。
42,5,yielding,decelerate_to_yield,1,unsafe_action,,[1.0],1.0,0.0,1.0,0.75,左前方一辆黑色轻型客车正切入自车道，自车应减速让行。,左前方一辆黑色轻型客车正切入自车道，自车应加速通过。
43,6,traffic_signal,signal_combination,5,complete,,[1.0],1.0,1.0,1.0,1.0,"自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。","自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。"
44,6,traffic_signal,signal_combination,4,generalized,,[0.5],1.0,1.0,0.0,0.625,"自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。",当前路口信号允许通行，自车应跟车起步。
45,6,traffic_signal,signal_combination,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,"自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。","自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，自车应跟车起步。"
46,6,traffic_signal,signal_combination,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,"自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。","导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟车起步。"
47,6,traffic_signal,signal_combination,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,"自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。",自车当前处于车道排队中，前车开始起步，自车应跟车起步。
48,6,traffic_signal,signal_combination,2.3,wrong_factor,same_category_subtype_swap,[0.0],1.0,1.0,1.0,0.75,"自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。","自车当前处于车道排队中，导航指示直行,直行箭头灯保持红灯，前车开始起步，自车应跟随前车起步。"
49,6,traffic_signal,signal_combination,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,0.0,0.6875,"自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。","自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车仍在等待，自车应跟随前车起步。"
50,6,traffic_signal,signal_combination,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,1.0,0.75,"自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。",前方存在施工区域占道，自车应跟车起步。
51,6,traffic_signal,signal_combination,1,unsafe_action,,[0.75],1.0,0.5,0.0,0.5625,"自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应跟随前车起步。","自车当前处于车道排队中，导航指示直行,直行箭头灯由红变绿，前车开始起步，自车应继续停车等待。"
52,7,road_condition,road_surface,5,complete,,[1.0],1.0,1.0,1.0,1.0,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应左避让通过。
53,7,road_condition,road_surface,4,generalized,,[0.0],1.0,1.0,1.0,0.75,前方存在井盖，自车应左避让通过。,前方存在异常路面，自车应向左避障。
54,7,road_condition,road_surface,3,missing_factor,,[1.0],1.0,1.0,1.0,1.0,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应向左避障。
55,7,road_condition,road_surface,2.3,wrong_factor,same_category_subtype_swap,[0.5],1.0,0.0,1.0,0.625,前方存在井盖，自车应左避让通过。,前方存在减速带，自车应左避让通过。
56,7,road_condition,road_surface,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,1.0,0.75,前方存在井盖，自车应左避让通过。,前方存在无灯路口盲区，自车应左避让通过。
57,7,road_condition,road_surface,1.7,wrong_factor,cross_category_swap,[0.5],1.0,1.0,0.0,0.625,前方存在井盖，自车应左避让通过。,右前方有车辆意图切入自车道，自车应向左避障。
58,7,road_condition,road_surface,1,unsafe_action,,[1.0],1.0,1.0,1.0,1.0,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应向右避障。
59,8,obstacle_avoidance,static_obstacle_blocking_lane,5,complete,,[0.75],0.0,1.0,1.0,0.6875,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行，自车应向左避障。
60,8,obstacle_avoidance,static_obstacle_blocking_lane,4,generalized,,[0.5],0.0,1.0,1.0,0.625,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在障碍物影响通行，自车应向左避障。
61,8,obstacle_avoidance,static_obstacle_blocking_lane,3,missing_factor,,[0.75],0.0,1.0,1.0,0.6875,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,自车当前在原车道正常行驶，前方存在施工区域占用自车道，自车应向左避障。
62,8,obstacle_avoidance,static_obstacle_blocking_lane,3,missing_factor,,[0.75],0.0,1.0,1.0,0.6875,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在施工区域占用自车道，阻挡自车通行，自车应向左避障。
63,8,obstacle_avoidance,static_obstacle_blocking_lane,3,missing_factor,,[0.0],0.0,1.0,1.0,0.5,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,自车当前在原车道正常行驶，阻挡自车通行，自车应向左避障。
64,8,obstacle_avoidance,static_obstacle_blocking_lane,1.7,wrong_factor,cross_category_swap,[0.0],0.0,1.0,1.0,0.5,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,自车当前在原车道正常行驶，前方存在车辆遮挡盲区占用自车道，阻挡自车通行，自车应向左避障。
65,8,obstacle_avoidance,static_obstacle_blocking_lane,1.7,wrong_factor,cross_category_swap,[0.0],0.0,1.0,1.0,0.5,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在车辆遮挡盲区，自车应向左避障。
66,8,obstacle_avoidance,static_obstacle_blocking_lane,1,unsafe_action,,[0.75],0.0,1.0,1.0,0.6875,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行，自车应向右避障。
67,9,lane_change,proactive_slow_ahead,5,complete,,"[1.0, 1.0]",1.0,1.0,1.0,1.0,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。
68,9,lane_change,proactive_slow_ahead,4,generalized,,"[0.5, 0.0]",0.0,1.0,1.0,0.5,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,前方通行受阻，左侧车道具备换道条件，自车应向左变更车道。
69,9,lane_change,proactive_slow_ahead,3,missing_factor,,"[1.0, 1.0]",1.0,1.0,1.0,1.0,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，自车应向左变更车道。
70,9,lane_change,proactive_slow_ahead,3,missing_factor,,"[0.0, 1.0]",1.0,1.0,1.0,0.8,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。
71,9,lane_change,proactive_slow_ahead,3,missing_factor,,"[1.0, 0.0]",1.0,1.0,1.0,0.8,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧车道正常通行，与自车有安全距离，自车应向左变更车道。
72,9,lane_change,proactive_slow_ahead,2.8,wrong_factor,direction_swap,"[0.0, 1.0]",1.0,1.0,1.0,0.8,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,右侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。
73,9,lane_change,proactive_slow_ahead,2.8,wrong_factor,direction_swap,"[1.0, 0.75]",1.0,1.0,1.0,0.95,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧车道正常通行，右后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。
74,9,lane_change,proactive_slow_ahead,2.3,wrong_factor,same_category_subtype_swap,"[0.75, 1.0]",1.0,1.0,1.0,0.95,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧车道通行效率较低，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。
75,9,lane_change,proactive_slow_ahead,2.3,wrong_factor,same_category_subtype_swap,"[1.0, 1.0]",1.0,1.0,1.0,1.0,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有距离较近，自车应向左变更车道。
76,9,lane_change,proactive_slow_ahead,1.7,wrong_factor,cross_category_swap,"[0.0, 0.0]",1.0,1.0,0.0,0.4,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,前方存在车辆遮挡盲区，自车应向左变更车道。
77,9,lane_change,proactive_slow_ahead,1,unsafe_action,,"[1.0, 1.0]",1.0,1.0,1.0,1.0,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向右变更车道。
78,10,traffic_signal,red_light_stop,5,complete,,[1.0],1.0,1.0,1.0,1.0,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。
79,10,traffic_signal,red_light_stop,4,generalized,,[0.5],0.0,1.0,0.0,0.375,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,当前路口信号不允许通行，自车应刹停在路口停止线前。
80,10,traffic_signal,red_light_stop,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，自车应刹停在路口停止线前。
81,10,traffic_signal,red_light_stop,3,missing_factor,,[0.5],1.0,1.0,1.0,0.875,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。
82,10,traffic_signal,red_light_stop,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,自车当前实际行驶方向为直行或左转，直行箭头灯为黄色，自车应刹停在路口停止线前。
83,10,traffic_signal,red_light_stop,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,自车当前实际行驶方向为直行或左转，左转箭头灯为绿色，直行箭头灯为黄色，自车应刹停在路口停止线前。
84,10,traffic_signal,red_light_stop,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为绿色，自车应刹停在路口停止线前。
85,10,traffic_signal,red_light_stop,1.7,wrong_factor,cross_category_swap,[0.0],0.0,1.0,1.0,0.5,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,前方存在施工区域占道，自车应刹停在路口停止线前。
86,10,traffic_signal,red_light_stop,1,unsafe_action,,[0.75],1.0,0.0,1.0,0.6875,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应加速通过路口。
87,11,blind_spot,combined_blind_spots,5,complete,,"[1.0, 1.0]",1.0,1.0,1.0,1.0,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。
88,11,blind_spot,combined_blind_spots,4,generalized,,"[0.25, 0.0]",1.0,1.0,1.0,0.65,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,前方存在盲区风险，自车应减速行驶通过。
89,11,blind_spot,combined_blind_spots,3,missing_factor,,"[1.0, 0.0]",1.0,1.0,1.0,0.8,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,左前方存在环岛盲区，自车应减速行驶通过。
90,11,blind_spot,combined_blind_spots,3,missing_factor,,"[0.0, 1.0]",1.0,1.0,1.0,0.8,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,右前方存在弯道盲区，自车应减速行驶通过。
91,11,blind_spot,combined_blind_spots,3,missing_factor,,"[0.5, 0.0]",1.0,1.0,1.0,0.7,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,前方存在盲区，自车应减速行驶通过。
92,11,blind_spot,combined_blind_spots,2.8,wrong_factor,direction_swap,"[0.75, 1.0]",1.0,1.0,1.0,0.95,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,右前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。
93,11,blind_spot,combined_blind_spots,2.8,wrong_factor,direction_swap,"[1.0, 0.75]",1.0,1.0,1.0,0.95,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,左前方存在环岛盲区，左前方存在弯道盲区，自车应减速行驶通过。
94,11,blind_spot,combined_blind_spots,2.3,wrong_factor,same_category_subtype_swap,"[1.0, 0.5]",1.0,1.0,1.0,0.9,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,左前方存在环岛盲区，右前方存在无灯路口盲区，自车应减速行驶通过。
95,11,blind_spot,combined_blind_spots,2.3,wrong_factor,same_category_subtype_swap,"[0.5, 1.0]",1.0,1.0,1.0,0.9,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,左前方存在匝道盲区，右前方存在弯道盲区，自车应减速行驶通过。
96,11,blind_spot,combined_blind_spots,1.7,wrong_factor,cross_category_swap,"[1.0, 0.0]",1.0,1.0,1.0,0.8,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,左前方存在环岛盲区，右前方存在减速带，自车应减速行驶通过。
97,11,blind_spot,combined_blind_spots,1.7,wrong_factor,cross_category_swap,"[0.0, 1.0]",1.0,1.0,1.0,0.8,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,左前方存在事故车占道，右前方存在弯道盲区，自车应减速行驶通过。
98,11,blind_spot,combined_blind_spots,1.7,wrong_factor,cross_category_swap,"[0.0, 0.0]",1.0,1.0,1.0,0.6,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,前方存在锥桶占道，影响自车通行，自车应减速行驶通过。
99,11,blind_spot,combined_blind_spots,1,unsafe_action,,"[1.0, 1.0]",1.0,0.0,1.0,0.8,左前方存在环岛盲区，右前方存在弯道盲区，自车应减速行驶通过。,左前方存在环岛盲区，右前方存在弯道盲区，自车应加速通过。
100,12,obstacle_avoidance,static_obstacle_blocking_lane,5,complete,,[0.75],0.0,1.0,1.0,0.6875,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，影响自车通行。,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，影响自车通行，自车应向左避障。
101,12,obstacle_avoidance,static_obstacle_blocking_lane,4,generalized,,[0.5],0.0,1.0,1.0,0.625,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，影响自车通行。,前方存在障碍物影响通行，自车应向左避障。
102,12,obstacle_avoidance,static_obstacle_blocking_lane,3,missing_factor,,[0.75],0.0,1.0,1.0,0.6875,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，影响自车通行。,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，自车应向左避障。
103,12,obstacle_avoidance,static_obstacle_blocking_lane,3,missing_factor,,[0.75],0.0,1.0,1.0,0.6875,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，影响自车通行。,前方存在锥桶等施工区域占用自车道，影响自车通行，自车应向左避障。
104,12,obstacle_avoidance,static_obstacle_blocking_lane,3,missing_factor,,[0.0],0.0,1.0,1.0,0.5,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，影响自车通行。,自车当前在原车道正常行驶，影响自车通行，自车应向左避障。
105,12,obstacle_avoidance,static_obstacle_blocking_lane,2.3,wrong_factor,same_category_subtype_swap,[0.75],0.0,1.0,1.0,0.6875,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，影响自车通行。,自车当前在原车道正常行驶，前方存在事故车占用自车道，影响自车通行，自车应向左避障。
106,12,obstacle_avoidance,static_obstacle_blocking_lane,1.7,wrong_factor,cross_category_swap,[0.0],0.0,1.0,1.0,0.5,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，影响自车通行。,自车当前在原车道正常行驶，前方存在车辆遮挡盲区占用自车道，影响自车通行，自车应向左避障。
107,12,obstacle_avoidance,static_obstacle_blocking_lane,1.7,wrong_factor,cross_category_swap,[0.0],0.0,1.0,1.0,0.5,自车当前在原车道正常行驶，前方存在锥桶等施工区域占用自车道，影响自车通行。,前方存在车辆遮挡盲区，自车应向左避障。
